Id,SalePrice
1703,253324.4
1704,285546.72
1705,227503.8
1706,412566.97
1707,201703.73
1708,197706.12
1709,264127.94
1710,225660.3
1711,275189.16
1712,269156.03
1713,262292.03
1714,221870.03
1715,198716.3
1716,177315.19
1717,168387.9
1718,145975.11
1719,208167.9
1720,257237.86
1721,169845.83
1722,142528.38
1723,157378.02
1724,211100.69
1725,229025.52
1726,189935.67
1727,175325.95
1728,185454.1
1729,162467.86
1730,157107.2
1731,124524.94
1732,125181.38
1733,115686.57
1734,128385.64
1735,135973.9
1736,119026.04
1737,344083.4
1738,210507.83
1739,266760.44
1740,219190.77
1741,189092.34
1742,174647.47
1743,176708.92
1744,277626.4
1745,227883.55
1746,240433.14
1747,212006.75
1748,207420.06
1749,164015.03
1750,147383.62
1751,221295.98
1752,116281.8
1753,145544.34
1754,201192.19
1755,171122.73
1756,124398.49
1757,116750.914
1758,148499.56
1759,152995.56
1760,160075.61
1761,152212.39
1762,169858.97
1763,164545.75
1764,121130.42
1765,177863.92
1766,165107.9
1767,183089.69
1768,146812.6
1769,168121.11
1770,141750.14
1771,137716.48
1772,135766.81
1773,138719.45
1774,140701.12
1775,133147.77
1776,123850.48
1777,118094.81
1778,136062.56
1779,121385.09
1780,166843.58
1781,131016.06
1782,100272.266
1783,127926.555
1784,110769.46
1785,114397.086
1786,145513.25
1787,157387.75
1788,74667.24
1789,99974.24
1790,94842.055
1791,173990.47
1792,153454.0
1793,141157.36
1794,142142.89
1795,142744.75
1796,129335.5
1797,122001.65
1798,122264.36
1799,118407.39
1800,131527.31
1801,130743.3
1802,143304.67
1803,150695.9
1804,141829.16
1805,133191.22
1806,117449.23
1807,141953.47
1808,120792.69
1809,130431.05
1810,135381.61
1811,108418.23
1812,117851.55
1813,115156.86
1814,99227.1
1815,72345.25
1816,106847.05
1817,136010.38
1818,136771.86
1819,114623.69
1820,86658.64
1821,124810.35
1822,147059.38
1823,74533.67
1824,135155.19
1825,130675.46
1826,103098.88
1827,109452.73
1828,133804.69
1829,113246.664
1830,137675.61
1831,147462.34
1832,120549.61
1833,137690.66
1834,131426.31
1835,145339.52
1836,129390.76
1837,104390.79
1838,134518.23
1839,101834.695
1840,157345.2
1841,142338.64
1842,94713.69
1843,140678.69
1844,133025.12
1845,138983.58
1846,147479.02
1847,171178.98
1848,79314.664
1849,120922.48
1850,123533.05
1851,141378.92
1852,123934.15
1853,139523.81
1854,166054.11
1855,162520.72
1856,214672.72
1857,182687.34
1858,146601.3
1859,134050.69
1860,152348.55
1861,133687.39
1862,264877.47
1863,259789.14
1864,259789.14
1865,311225.78
1866,310700.3
1867,240728.02
1868,288866.75
1869,200137.98
1870,246006.97
1871,263539.12
1872,171853.12
1873,223518.56
1874,141648.28
1875,203566.23
1876,194931.6
1877,209411.75
1878,214882.78
1879,131830.39
1880,133790.53
1881,247483.11
1882,256632.19
1883,199718.3
1884,219560.9
1885,249229.38
1886,292477.1
1887,202814.19
1888,275600.7
1889,169675.73
1890,130278.086
1891,141419.0
1892,104286.836
1893,133847.11
1894,127730.32
1895,143136.95
1896,117512.42
1897,120053.62
1898,109694.375
1899,147600.52
1900,145839.02
1901,170687.5
1902,150557.84
1903,222658.81
1904,141321.8
1905,188222.81
1906,160953.4
1907,203051.67
1908,115842.74
1909,133747.22
1910,126034.07
1911,195816.33
1912,270377.84
1913,143368.27
1914,76269.516
1915,309645.22
1916,77551.06
1917,247348.22
1918,138357.02
1919,159748.92
1920,162357.48
1921,385281.38
1922,314817.47
1923,198128.62
1924,216539.95
1925,218881.53
1926,364961.44
1927,137822.22
1928,161195.61
1929,126117.37
1930,138673.31
1931,139047.88
1932,140833.22
1933,177060.67
1934,177875.78
1935,174861.23
1936,185006.94
1937,182686.67
1938,173318.25
1939,264685.94
1940,196748.67
1941,177815.89
1942,185971.14
1943,202575.67
1944,312272.12
1945,365137.22
1946,169225.19
1947,295553.3
1948,175336.02
1949,224357.95
1950,182239.28
1951,241426.36
1952,226147.6
1953,167537.97
1954,195607.97
1955,142380.73
1956,261870.89
1957,169159.34
1958,291419.03
1959,146197.98
1960,119453.375
1961,119548.375
1962,96012.09
1963,101997.86
1964,112006.125
1965,147742.6
1966,144332.34
1967,294601.4
1968,415397.06
1969,385382.03
1970,412136.22
1971,386892.75
1972,347902.72
1973,263137.88
1974,315640.25
1975,461740.75
1976,286508.22
1977,350513.66
1978,359743.38
1979,326763.6
1980,204538.97
1981,338822.9
1982,224716.27
1983,218186.05
1984,170578.03
1985,214217.56
1986,213869.72
1987,178406.38
1988,179837.05
1989,191071.72
1990,218933.81
1991,212695.27
1992,209194.23
1993,174573.4
1994,233765.55
1995,184621.16
1996,258981.28
1997,314630.03
1998,347682.94
1999,264997.84
2000,304642.66
2001,278616.7
2002,242729.39
2003,251419.48
2004,264260.2
2005,229113.23
2006,211184.19
2007,251002.62
2008,201892.02
2009,191640.98
2010,195396.98
2011,149074.39
2012,172436.33
2013,180077.45
2014,186564.78
2015,198985.2
2016,188673.98
2017,200023.84
2018,126100.234
2019,129217.94
2020,119960.15
2021,112982.21
2022,175225.08
2023,146010.22
2024,238570.33
2025,340154.4
2026,185414.98
2027,158015.38
2028,166093.39
2029,175408.75
2030,264714.16
2031,239318.97
2032,244476.28
2033,260723.08
2034,168855.84
2035,210970.16
2036,193440.28
2037,197480.16
2038,281117.1
2039,210707.25
2040,328961.56
2041,254015.45
2042,211820.69
2043,169201.23
2044,179954.2
2045,206256.83
2046,147772.28
2047,151488.73
2048,134879.81
2049,137812.66
2050,184407.0
2051,108663.586
2052,138320.1
2053,144105.56
2054,89826.81
2055,160085.53
2056,136310.66
2057,124996.72
2058,204617.8
2059,137966.77
2060,159563.3
2061,162663.48
2062,139363.42
2063,116539.44
2064,137104.25
2065,122653.35
2066,162501.77
2067,139556.28
2068,139924.53
2069,90856.54
2070,109052.09
2071,107757.62
2072,136897.6
2073,136530.47
2074,168923.38
2075,146181.64
2076,119458.62
2077,148559.67
2078,127265.48
2079,133039.22
2080,122248.0
2081,125957.61
2082,133703.19
2083,143399.86
2084,112416.055
2085,135250.08
2086,120883.28
2087,118357.33
2088,106244.35
2089,93472.52
2090,135319.98
2091,121339.92
2092,130445.76
2093,128885.06
2094,131102.9
2095,144712.88
2096,89512.97
2097,101162.734
2098,139811.56
2099,76160.39
2100,118041.67
2101,132145.61
2102,135388.27
2103,105317.266
2104,130735.57
2105,133295.89
2106,85190.27
2107,181689.9
2108,116455.32
2109,115644.836
2110,132079.88
2111,149645.16
2112,136109.9
2113,118623.99
2114,114189.21
2115,146376.56
2116,112511.3
2117,145589.61
2118,120748.31
2119,111157.836
2120,109662.65
2121,110359.57
2122,104380.7
2123,90958.64
2124,161391.02
2125,133608.3
2126,151005.9
2127,145316.83
2128,132418.78
2129,109041.55
2130,137383.23
2131,142333.55
2132,114019.945
2133,114315.18
2134,115639.5
2135,100336.805
2136,88899.414
2137,126718.83
2138,139325.12
2139,148934.52
2140,134428.78
2141,135404.7
2142,139271.06
2143,139787.08
2144,125625.66
2145,134680.06
2146,144937.62
2147,174741.66
2148,132283.95
2149,135174.38
2150,220001.9
2151,111780.01
2152,153487.03
2153,151232.72
2154,107383.15
2155,126534.66
2156,225684.92
2157,229925.61
2158,233249.19
2159,210930.44
2160,171793.53
2161,252047.05
2162,371377.44
2163,317063.97
2164,257989.36
2165,189536.6
2166,146295.02
2167,206580.77
2168,205567.39
2169,192811.6
2170,218406.78
2171,147597.73
2172,138807.38
2173,163168.9
2174,235182.48
2175,286181.44
2176,329393.25
2177,243947.52
2178,222649.28
2179,146357.77
2180,212480.89
2181,194420.08
2182,229399.69
2183,192346.3
2184,130715.27
2185,125587.26
2186,138689.16
2187,141354.23
2188,148093.8
2189,185468.78
2190,89973.65
2191,94998.84
2192,97279.82
2193,97476.28
2194,104009.53
2195,115475.055
2196,111976.05
2197,117151.66
2198,149039.23
2199,154899.84
2200,146896.62
2201,147973.6
2202,197614.72
2203,167920.8
2204,173062.97
2205,135155.2
2206,137740.62
2207,219888.89
2208,218821.69
2209,202030.31
2210,119900.766
2211,111614.88
2212,112139.33
2213,105203.67
2214,138302.34
2215,101114.516
2216,137994.72
2217,77557.62
2218,100904.6
2219,81946.445
2220,87689.75
2221,311762.66
2222,255496.48
2223,259968.94
2224,207723.97
2225,150013.5
2226,181422.22
2227,205402.45
2228,278726.44
2229,226774.97
2230,161875.45
2231,204408.38
2232,184377.95
2233,182813.19
2234,232794.05
2235,216633.53
2236,268594.16
2237,340502.6
2238,201847.69
2239,139292.19
2240,158774.2
2241,150751.22
2242,130176.195
2243,127796.79
2244,96821.7
2245,93965.57
2246,147800.3
2247,99658.44
2248,124895.54
2249,125121.25
2250,130339.266
2251,133510.55
2252,167541.1
2253,162769.72
2254,176864.36
2255,187753.5
2256,179815.6
2257,207131.4
2258,166868.36
2259,181452.67
2260,151932.11
2261,190623.98
2262,210208.55
2263,330525.22
2264,427430.38
2265,171713.72
2266,278567.2
2267,367838.3
2268,372054.28
2269,164431.19
2270,181386.94
2271,219506.42
2272,202992.14
2273,164890.42
2274,181155.95
2275,166802.42
2276,183974.14
2277,192241.45
2278,151288.9
2279,123325.01
2280,121929.28
2281,176684.56
2282,180915.3
2283,100314.65
2284,106812.0
2285,139914.62
2286,130528.05
2287,343367.97
2288,283607.2
2289,382887.16
2290,411013.0
2291,317178.62
2292,405364.56
2293,460838.16
2294,367522.94
2295,430291.3
2296,285785.06
2297,310344.6
2298,344650.3
2299,349692.97
2300,322254.06
2301,294480.62
2302,245200.92
2303,257668.6
2304,255753.42
2305,191586.83
2306,192567.62
2307,195769.7
2308,227458.31
2309,278209.5
2310,218626.45
2311,205571.81
2312,176033.2
2313,177159.62
2314,178060.95
2315,175149.05
2316,194346.67
2317,179114.66
2318,176789.89
2319,176528.75
2320,175405.05
2321,244248.05
2322,172784.83
2323,174027.42
2324,171813.28
2325,209452.67
2326,168663.45
2327,213912.48
2328,221202.58
2329,182481.2
2330,179797.8
2331,342531.62
2332,361354.72
2333,315055.3
2334,261840.44
2335,271971.8
2336,322058.78
2337,193537.34
2338,269841.56
2339,238394.03
2340,356578.3
2341,219467.4
2342,243522.3
2343,225825.58
2344,240053.31
2345,244354.11
2346,209388.92
2347,190628.66
2348,231322.58
2349,173200.19
2350,277304.66
2351,253635.31
2352,254081.77
2353,248565.52
2354,139407.56
2355,159156.06
2356,157394.14
2357,199220.23
2358,199644.81
2359,129175.43
2360,122027.11
2361,135507.98
2362,252207.06
2363,139178.66
2364,146847.48
2365,212493.88
2366,194042.98
2367,233680.56
2368,203577.61
2369,230011.95
2370,173338.64
2371,173878.61
2372,188457.61
2373,262097.84
2374,286283.72
2375,243388.61
2376,259064.14
2377,331895.03
2378,145608.94
2379,205708.95
2380,148943.78
2381,166327.5
2382,191792.66
2383,202646.45
2384,230241.16
2385,157060.11
2386,141382.7
2387,138038.58
2388,113835.65
2389,128666.14
2390,136146.73
2391,136037.17
2392,111964.77
2393,160241.92
2394,140610.48
2395,180163.06
2396,149240.36
2397,178678.4
2398,121580.414
2399,70174.7
2400,73616.79
2401,114163.02
2402,136368.98
2403,139432.83
2404,148713.14
2405,155052.25
2406,136059.5
2407,130378.45
2408,138994.8
2409,138413.97
2410,160663.95
2411,122608.13
2412,150742.47
2413,137507.64
2414,132110.06
2415,135432.75
2416,125709.984
2417,124966.63
2418,125779.91
2419,130622.484
2420,125631.66
2421,143868.05
2422,113546.39
2423,136472.58
2424,146878.19
2425,192856.6
2426,126476.195
2427,135539.03
2428,162637.11
2429,116952.85
2430,132357.34
2431,121003.56
2432,133413.81
2433,143400.06
2434,145086.73
2435,150898.39
2436,109921.125
2437,112907.36
2438,128680.59
2439,118385.3
2440,119881.42
2441,105265.46
2442,109263.695
2443,115018.19
2444,118874.3
2445,97868.24
2446,130893.99
2447,200598.5
2448,135366.17
2449,113968.586
2450,145930.05
2451,124350.016
2452,193931.39
2453,100051.9
2454,125458.54
2455,109532.6
2456,135509.0
2457,121038.836
2458,110293.46
2459,111203.375
2460,138543.38
2461,116960.01
2462,135614.66
2463,121103.55
2464,149568.55
2465,132086.3
2466,116019.28
2467,134887.58
2468,93476.26
2469,92765.07
2470,166456.77
2471,169546.73
2472,152470.84
2473,120840.95
2474,111196.42
2475,195096.23
2476,116452.49
2477,133556.22
2478,155812.39
2479,121745.305
2480,139672.9
2481,125035.96
2482,130369.82
2483,117084.6
2484,128524.69
2485,126473.94
2486,149725.6
2487,173310.39
2488,138836.78
2489,150244.16
2490,148311.38
2491,98826.195
2492,186567.6
2493,143577.7
2494,148161.5
2495,103406.32
2496,212581.55
2497,142654.55
2498,109679.664
2499,95785.06
2500,131965.61
2501,129497.555
2502,138083.22
2503,109339.54
2504,180757.94
2505,215449.72
2506,258393.14
2507,301206.53
2508,259455.31
2509,228129.05
2510,233765.12
2511,185505.19
2512,214158.06
2513,212370.75
2514,231802.64
2515,150032.75
2516,169288.56
2517,137017.14
2518,145835.5
2519,221386.5
2520,205709.89
2521,194854.34
2522,217666.56
2523,128889.24
2524,140431.45
2525,144702.33
2526,137545.36
2527,122504.32
2528,124080.57
2529,131103.12
2530,125088.61
2531,233458.81
2532,224879.31
2533,204556.62
2534,241912.48
2535,287481.62
2536,226172.88
2537,225889.25
2538,181097.84
2539,183464.98
2540,178929.48
2541,179891.62
2542,172731.77
2543,127284.79
2544,128422.18
2545,129473.016
2546,135890.44
2547,130633.67
2548,153377.72
2549,153002.61
2550,356481.2
2551,144621.81
2552,121625.234
2553,92360.14
2554,112395.53
2555,108385.66
2556,105090.484
2557,109889.5
2558,155766.55
2559,151996.25
2560,145412.5
2561,141613.7
2562,151186.22
2563,158025.7
2564,179840.25
2565,141056.3
2566,154786.64
2567,144289.5
2568,189594.19
2569,190706.73
2570,119896.95
2571,185408.84
2572,159251.38
2573,221099.58
2574,288539.78
2575,121525.92
2576,131486.77
2577,152309.27
2578,97652.42
2579,84063.76
2580,130975.14
2581,128262.16
2582,123666.32
2583,270677.47
2584,160698.61
2585,192886.25
2586,203779.52
2587,194855.52
2588,140207.66
2589,144163.62
2590,215068.02
2591,194739.55
2592,211437.03
2593,245603.62
2594,174522.02
2595,214243.69
2596,324759.72
2597,194956.94
2598,251479.69
2599,322438.8
2600,154322.02
2601,139578.47
2602,87308.93
2603,94455.266
2604,87365.33
2605,85833.9
2606,148321.12
2607,173557.1
2608,183246.3
2609,160709.7
2610,120550.516
2611,149372.03
2612,151194.47
2613,129056.4
2614,125758.43
2615,147323.42
2616,137938.3
2617,161410.8
2618,164838.12
2619,198906.3
2620,183938.98
2621,184415.61
2622,188778.62
2623,237986.05
2624,269736.3
2625,326114.75
2626,161905.42
2627,176341.31
2628,386023.75
2629,391900.44
2630,342046.78
2631,432944.9
2632,365809.3
2633,296369.03
2634,384089.47
2635,156708.25
2636,193695.25
2637,176725.39
2638,253523.64
2639,183718.83
2640,155799.84
2641,108409.85
2642,190838.27
2643,104411.31
2644,130503.664
2645,101067.89
2646,95164.51
2647,99076.7
2648,140732.66
2649,143751.17
2650,135628.39
2651,149551.38
2652,437910.12
2653,268588.0
2654,263699.75
2655,383317.0
2656,312071.44
2657,316084.12
2658,278934.53
2659,303548.5
2660,327872.8
2661,362382.62
2662,366031.16
2663,285635.94
2664,276772.8
2665,318433.34
2666,286212.56
2667,172304.98
2668,178679.8
2669,175081.81
2670,272312.25
2671,179882.44
2672,184651.34
2673,205344.83
2674,203768.72
2675,170052.84
2676,187589.53
2677,195188.31
2678,249692.0
2679,283330.16
2680,284333.84
2681,369421.94
2682,321749.3
2683,428673.34
2684,312617.7
2685,328840.8
2686,265338.56
2687,320580.88
2688,234331.98
2689,207624.75
2690,409872.75
2691,191226.11
2692,144495.55
2693,193102.5
2694,145909.11
2695,190548.1
2696,183888.47
2697,186721.36
2698,196417.8
2699,184276.61
2700,168864.73
2701,158625.97
2702,120676.484
2703,136086.42
2704,138848.8
2705,126801.18
2706,118786.19
2707,125759.19
2708,133897.25
2709,118563.46
2710,128285.15
2711,270786.22
2712,345580.16
2713,175286.28
2714,155359.38
2715,173007.2
2716,158986.92
2717,186126.83
2718,241235.92
2719,159384.84
2720,171221.16
2721,143509.48
2722,160596.69
2723,143789.88
2724,130334.266
2725,136113.7
2726,147028.08
2727,164834.12
2728,158929.39
2729,154317.77
2730,143569.06
2731,120581.195
2732,121125.21
2733,153498.53
2734,141860.78
2735,132810.0
2736,141948.33
2737,124341.26
2738,138260.73
2739,156005.58
2740,130927.24
2741,149216.77
2742,152328.84
2743,148051.4
2744,146328.83
2745,136300.38
2746,132575.7
2747,146884.08
2748,127609.016
2749,128761.29
2750,133897.75
2751,127375.32
2752,205150.38
2753,147148.16
2754,183400.58
2755,129084.66
2756,103270.38
2757,88035.59
2758,94252.336
2759,146044.17
2760,134410.12
2761,147384.72
2762,145502.78
2763,169335.16
2764,167672.89
2765,220033.22
2766,138501.86
2767,94917.945
2768,134575.48
2769,135783.17
2770,147564.48
2771,115095.484
2772,126856.125
2773,166521.88
2774,133882.31
2775,128220.07
2776,140354.08
2777,145929.52
2778,110665.945
2779,149883.06
2780,103379.984
2781,104031.42
2782,100280.36
2783,109292.83
2784,123149.71
2785,138942.6
2786,85451.17
2787,115179.984
2788,91323.49
2789,166699.48
2790,93853.96
2791,115125.16
2792,78533.14
2793,153474.53
2794,112916.6
2795,118028.84
2796,100239.82
2797,170677.4
2798,120024.95
2799,109701.2
2800,80546.695
2801,110009.27
2802,135801.45
2803,153123.16
2804,141337.72
2805,97123.125
2806,95551.19
2807,147136.3
2808,144691.05
2809,134035.33
2810,136983.89
2811,152783.64
2812,141733.27
2813,155524.45
2814,156700.61
2815,103450.72
2816,229584.66
2817,149017.84
2818,128091.71
2819,178685.66
2820,140151.66
2821,104073.5
2822,161093.56
2823,210014.12
2824,166359.56
2825,147793.28
2826,125991.58
2827,135875.03
2828,230200.36
2829,194291.2
2830,229455.12
2831,190917.39
2832,231532.5
2833,289958.28
2834,215931.3
2835,213905.52
2836,192618.72
2837,180796.42
2838,148167.34
2839,184136.3
2840,193859.92
2841,203179.88
2842,217680.38
2843,153808.22
2844,156852.61
2845,122441.2
2846,213250.03
2847,195995.78
2848,212438.36
2849,212177.9
2850,273143.4
2851,225911.77
2852,222998.16
2853,232371.55
2854,143339.12
2855,196792.22
2856,206000.92
2857,187525.97
2858,197263.08
2859,133531.66
2860,123933.09
2861,133992.56
2862,183954.12
2863,125522.3
2864,235540.67
2865,142464.02
2866,141277.08
2867,95758.51
2868,111902.69
2869,120118.52
2870,148037.22
2871,110648.29
2872,75261.65
2873,110096.15
2874,136480.58
2875,122105.69
2876,154148.52
2877,139726.23
2878,176637.97
2879,141054.44
2880,112789.35
2881,161913.17
2882,167281.62
2883,184200.27
2884,181358.88
2885,177656.61
2886,199278.45
2887,103069.49
2888,125643.79
2889,75002.18
2890,90613.56
2891,134714.61
2892,79325.305
2893,109268.56
2894,73795.18
2895,313840.84
2896,297350.12
2897,187262.3
2898,156547.47
2899,227042.81
2900,158265.44
2901,193196.08
2902,190679.53
2903,337108.03
2904,327141.1
2905,126148.26
2906,196222.84
2907,115010.51
2908,127752.56
2909,153528.2
2910,86288.9
2911,87463.914
2912,157189.2
2913,89054.99
2914,84651.234
2915,85620.13
2916,86506.766
2917,155589.39
2918,127644.73
2919,209580.64
